sentiment,sentiment_numeric,image_name,Red_mean,Red_var,Red_skew,Green_mean,Green_var,Green_skew,Blue_mean,Blue_var,Blue_skew,Hue_mean,Hue_var,Hue_skew,Saturation_mean,Saturation_var,Saturation_skew,Value_mean,Value_var,Value_skew
Angry,2,a1.jpg,164.36823083778967,4340.340275034057,-0.5518312288298902,188.80711229946525,2624.665419112166,-1.1128254496718886,170.45201203208555,3309.0462310230287,-0.6339717243601931,78.59669563279857,2141.1683995089647,0.1989065713437436,75.3121546345811,3745.324562603538,0.7979609074809174,202.81186720142603,1830.2520793121328,-1.362275207391384
Angry,2,a10.jpg,141.2956982421875,530.7857461433172,-0.7364948352107028,142.020107421875,507.85739354314813,-0.8242373157916096,145.549609375,488.7028269958495,-0.9101627397538615,53.97751953125,4485.489973144151,0.862337425356776,9.76113037109375,27.50601014804243,0.617394959067243,145.97893798828125,492.90997875494344,-0.8831889546288002
Angry,2,a100.jpeg,146.97071154530713,8228.095867258604,-0.30186006403287313,169.7547957125341,5574.443830084242,-0.6884934342675387,180.55019182850137,6036.535065323325,-1.0412431103978543,46.33850808843887,2116.5833713770157,1.0710961284333684,88.5418462998853,8835.162855539877,0.6046627373632992,194.26873788711782,3939.8739295347063,-1.1854225962966753
Angry,2,a11.jpg,136.02084228515625,3794.919714524932,-1.2144014579254256,137.8186328125,4340.538131333922,-1.1921803224950647,153.4584130859375,2005.594774434829,-1.486161542710354,56.1399609375,3169.477378709411,1.3262482634385235,47.74776611328125,6627.588196914047,1.9088990884812425,154.88427978515625,1936.5302929139077,-1.5050451250564614
Angry,2,a12.jpg,225.87134033203125,1603.2873065531194,-2.2466328967330704,230.61126708984375,1487.3341821347176,-2.629511547857278,233.270791015625,1574.2400560149192,-2.8320482991275964,20.40660888671875,952.9654529046477,3.0492660810678927,15.8786181640625,858.8460672311546,3.9368983193529377,235.9879736328125,1200.908615132117,-3.3028614690417006
Angry,2,a13.jpg,121.34923583984374,2588.06415981645,-0.6286124490767382,135.81401611328124,2330.901955404038,-0.5554931014102245,160.17823486328126,1835.7868675874163,-1.1385971251470635,27.2522119140625,1298.493679189467,3.3896091485172084,69.19638916015624,3736.7183185048048,1.2225568381418204,161.540751953125,1599.5087689658174,-0.9421644823202547
Angry,2,a14.jpg,175.0874853515625,952.797697875762,-2.508834667038789,183.3583154296875,907.0820153262855,-2.7443553008133903,185.39995849609375,875.6665981428087,-2.8150255725872824,24.67713134765625,21.693390110677477,-0.039350422664268185,16.93474609375,516.3531833339691,9.088448730099424,185.41821044921875,875.9195555865703,-2.8146535785737705
Angry,2,a15.jpg,154.9861962890625,1501.4831932466266,-1.6682562215934447,172.87561279296875,1235.3918544828832,-2.1075720461018803,184.70004150390625,1011.4971269514023,-2.106412503476528,19.95710205078125,194.6209356448591,6.741050843391261,45.33034912109375,1177.2712185792866,1.9542656359522217,184.92658447265626,1003.203636039251,-2.141614426855888
Angry,2,a16.jpg,145.44430908203125,2472.616708091968,-1.2959585055066154,158.60325439453126,2132.260915678447,-1.2494370968702329,162.8241015625,2263.6049581771854,-1.2311553471255532,23.18342529296875,86.27258318924306,10.047021902674802,30.25042724609375,1280.16262066707,4.456764612112794,162.900263671875,2254.658436453914,-1.2306631284970229
Angry,2,a17.jpg,179.37908447265625,1668.8149253336849,-2.0923941315932906,193.10231201171874,1778.5731284436645,-2.2107709969764007,201.29438232421876,1892.421505551094,-2.2330861990608493,22.372080078125,377.5349841498375,6.062211901045065,34.376025390625,904.5099525618554,5.586660835467013,202.22665771484375,1723.1187214951462,-2.265962740541571
